"X1950","X1951","X1952","X1953","X1954","X1955","X1956","X1957","X1958","X1959","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030","X2031","X2032","X2033","X2034","X2035","X2036","X2037","X2038","X2039","X2040","X2041","X2042","X2043","X2044","X2045","X2046","X2047","X2048","X2049","X2050","X2051","X2052","X2053","X2054","X2055","X2056","X2057","X2058","X2059","X2060","X2061","X2062","X2063","X2064","X2065","X2066","X2067","X2068","X2069","X2070","X2071","X2072","X2073","X2074","X2075","X2076","X2077","X2078","X2079","X2080","X2081","X2082","X2083","X2084","X2085","X2086","X2087","X2088","X2089","X2090","X2091","X2092","X2093","X2094","X2095","X2096","X2097","X2098","X2099","X2100"
1.341,1.331,1.363,1.419,1.494,1.601,1.738,1.867,1.957,2.038,2.141,2.241,2.333,2.449,2.594,2.756,2.913,3.078,3.28,3.49,3.654,3.775,3.92,4.136,4.386,4.622,4.848,5.048,5.235,5.319,5.279,5.295,5.402,5.601,5.753,5.836,5.943,6.038,6.303,6.529,6.486,6.638,7.255,8.03,8.562,8.783,8.819,8.887,9.195,9.728,10.461,10.734,10.024,9.741,11.094,12.913,13.822,13.602,12.675,12.524,12.781,12.774,15.252,19.274,21.198,21.901,22.557,23.085,23.966,25.049,25.977,26.769,27.858,28.658,28.973,29.505,29.981,30.247,30.591,31.186,31.57,31.608,31.531,31.241,31.099,31.206,31.819,33.085,34.358,35.156,35.038,34.577,34.999,35.715,36.111,36.938,38.05,39.159,40.26,40.764,41.003,41.59,41.931,43.14,46.434,48.994,49.606,50.223,50.813,51.225,51.651,51.666,51.441,51.097,50.349,49.556,49.54,49.079,47.303,45.136,42.728,40.166,37.462,34.446,31,27.68,25.486,24.541,24.631,24.87,25.02,25.499,25.72,25.549,25.587,26.052,26.355,26.236,26.189,26.745,27.521,28.037,28.468,28.77,28.98,29.053,28.983,28.781,28.456,28.061,27.56
1.285,1.288,1.291,1.333,1.397,1.483,1.605,1.736,1.832,1.905,1.986,2.084,2.182,2.276,2.393,2.537,2.693,2.848,3.013,3.216,3.411,3.543,3.655,3.804,4.021,4.271,4.5,4.72,4.917,5.104,5.207,5.205,5.232,5.331,5.525,5.659,5.734,5.848,5.966,6.26,6.463,6.406,6.585,7.197,7.957,8.493,8.723,8.766,8.842,9.187,9.742,10.46,10.678,9.93,9.726,11.164,12.995,13.912,13.7,12.766,12.603,12.88,12.9,15.353,19.331,21.256,21.994,22.68,23.165,23.942,24.835,25.709,26.881,27.97,28.499,28.83,29.356,29.831,30.099,30.441,31.03,31.418,31.461,31.389,31.103,30.96,31.064,31.678,32.944,34.212,35.006,34.889,34.434,34.859,35.573,35.97,36.8,37.907,39.018,40.12,40.623,40.864,41.459,41.804,43.004,46.288,48.846,49.461,50.075,50.663,51.076,51.502,51.522,51.303,50.962,50.214,49.422,49.414,48.962,47.192,45.036,42.639,40.084,37.387,34.373,30.933,27.626,25.441,24.494,24.584,24.821,24.971,25.45,25.672,25.505,25.544,26.008,26.31,26.195,26.146,26.703,27.48,27.999,28.432,28.73,28.939,29.014,28.944,28.742,28.419,28.028
1.17,1.225,1.236,1.254,1.306,1.377,1.471,1.591,1.698,1.777,1.851,1.933,2.03,2.124,2.216,2.331,2.472,2.624,2.776,2.941,3.132,3.297,3.413,3.53,3.684,3.902,4.148,4.365,4.579,4.777,4.987,5.126,5.124,5.127,5.218,5.409,5.54,5.624,5.742,5.876,6.163,6.338,6.303,6.5,7.099,7.843,8.366,8.592,8.643,8.749,9.102,9.608,10.242,10.422,9.742,9.616,11.067,12.884,13.774,13.532,12.589,12.45,12.749,12.761,15.172,19.122,21.06,21.819,22.441,22.794,23.397,24.265,25.511,26.831,27.797,28.341,28.668,29.191,29.668,29.933,30.271,30.863,31.254,31.302,31.233,30.947,30.803,30.912,31.528,32.789,34.05,34.841,34.727,34.28,34.706,35.419,35.82,36.647,37.755,38.867,39.965,40.47,40.721,41.318,41.657,42.854,46.132,48.684,49.297,49.91,50.499,50.913,51.343,51.367,51.153,50.81,50.063,49.282,49.282,48.833,47.073,44.928,42.538,39.991,37.298,34.289,30.864,27.57,25.387,24.442,24.531,24.768,24.919,25.398,25.623,25.457,25.494,25.959,26.264,26.148,26.101,26.659,27.438,27.958,28.388,28.685,28.896,28.971,28.901,28.701,28.382
1.025,1.115,1.166,1.187,1.216,1.277,1.354,1.446,1.548,1.643,1.723,1.799,1.88,1.972,2.061,2.147,2.261,2.401,2.55,2.699,2.853,3.018,3.162,3.276,3.399,3.558,3.775,4.014,4.221,4.433,4.652,4.899,5.04,5.013,5,5.088,5.293,5.44,5.518,5.632,5.76,6.02,6.2,6.192,6.395,6.989,7.713,8.219,8.45,8.531,8.658,8.97,9.389,9.979,10.219,9.614,9.522,10.966,12.745,13.6,13.339,12.424,12.312,12.6,12.601,14.993,18.925,20.872,21.578,22.076,22.281,22.863,24.065,25.448,26.65,27.625,28.162,28.487,29.012,29.485,29.748,30.089,30.683,31.076,31.128,31.058,30.773,30.634,30.748,31.363,32.616,33.871,34.662,34.555,34.112,34.539,35.255,35.654,36.483,37.592,38.7,39.797,40.309,40.565,41.155,41.494,42.693,45.962,48.505,49.117,49.73,50.319,50.736,51.171,51.199,50.982,50.641,49.905,49.133,49.136,48.694,46.945,44.808,42.427,39.884,37.196,34.203,30.791,27.505,25.326,24.383,24.473,24.71,24.863,25.344,25.569,25.402,25.441,25.907,26.211,26.097,26.052,26.613,27.393,27.909,28.338,28.637,28.849,28.924,28.855,28.659
0.881,0.978,1.058,1.105,1.135,1.178,1.246,1.321,1.401,1.494,1.587,1.667,1.742,1.822,1.909,1.989,2.071,2.185,2.325,2.47,2.611,2.745,2.89,3.022,3.132,3.26,3.422,3.639,3.875,4.074,4.3,4.555,4.802,4.923,4.88,4.853,4.954,5.189,5.336,5.398,5.496,5.606,5.867,6.053,6.06,6.277,6.859,7.565,8.068,8.326,8.422,8.518,8.755,9.128,9.773,10.075,9.502,9.418,10.832,12.572,13.406,13.165,12.28,12.164,12.44,12.445,14.825,18.734,20.617,21.215,21.577,21.773,22.663,23.983,25.261,26.462,27.427,27.962,28.29,28.811,29.279,29.547,29.892,30.488,30.881,30.931,30.861,30.583,30.453,30.567,31.177,32.425,33.676,34.469,34.365,33.928,34.358,35.071,35.474,36.306,37.41,38.517,39.619,40.134,40.384,40.974,41.319,42.517,45.772,48.306,48.917,49.531,50.123,50.545,50.981,51.007,50.791,50.461,49.736,48.97,48.978,48.544,46.803,44.675,42.298,39.762,37.09,34.111,30.707,27.43,25.258,24.319,24.409,24.648,24.802,25.284,25.508,25.343,25.385,25.849,26.154,26.043,26.002,26.564,27.34,27.855,28.285,28.584,28.795,28.872,28.807
0.741,0.841,0.928,1,1.044,1.081,1.137,1.208,1.274,1.347,1.438,1.528,1.607,1.681,1.757,1.837,1.91,1.989,2.104,2.244,2.385,2.51,2.625,2.753,2.873,2.982,3.115,3.283,3.499,3.732,3.941,4.192,4.449,4.68,4.789,4.728,4.699,4.829,5.083,5.217,5.253,5.338,5.455,5.708,5.89,5.915,6.144,6.718,7.416,7.941,8.207,8.274,8.299,8.495,8.924,9.623,9.941,9.372,9.282,10.671,12.383,13.222,13.002,12.122,11.998,12.277,12.297,14.671,18.489,20.25,20.72,21.073,21.561,22.566,23.788,25.059,26.248,27.206,27.742,28.068,28.584,29.055,29.327,29.675,30.27,30.661,30.71,30.646,30.377,30.25,30.363,30.971,32.215,33.465,34.255,34.156,33.727,34.157,34.871,35.279,36.107,37.21,38.321,39.423,39.932,40.184,40.778,41.126,42.319,45.56,48.084,48.697,49.313,49.908,50.333,50.766,50.792,50.587,50.266,49.547,48.791,48.806,48.374,46.642,44.52,42.151,39.632,36.974,34.004,30.612,27.346,25.183,24.247,24.338,24.581,24.736,25.215,25.439,25.279,25.32,25.785,26.092,25.985,25.947,26.505,27.279,27.796,28.226,28.524,28.738,28.817
0.629,0.708,0.798,0.876,0.938,0.98,1.026,1.09,1.157,1.22,1.293,1.379,1.463,1.539,1.611,1.686,1.759,1.825,1.902,2.018,2.159,2.289,2.399,2.499,2.608,2.717,2.825,2.966,3.14,3.357,3.599,3.829,4.078,4.316,4.541,4.636,4.569,4.561,4.709,4.974,5.08,5.087,5.181,5.299,5.536,5.715,5.761,6.003,6.575,7.287,7.821,8.055,8.049,8.035,8.284,8.764,9.473,9.781,9.215,9.13,10.491,12.19,13.036,12.816,11.942,11.829,12.116,12.152,14.465,18.14,19.768,20.224,20.844,21.451,22.36,23.573,24.829,26.009,26.964,27.495,27.818,28.336,28.81,29.086,29.436,30.025,30.413,30.468,30.412,30.146,30.021,30.136,30.744,31.985,33.228,34.017,33.926,33.502,33.936,34.654,35.06,35.888,36.994,38.104,39.197,39.706,39.963,40.559,40.907,42.095,45.322,47.836,48.452,49.072,49.669,50.09,50.523,50.559,50.364,50.047,49.34,48.593,48.611,48.184,46.459,44.344,41.993,39.489,36.842,33.883,30.504,27.251,25.097,24.168,24.262,24.505,24.66,25.139,25.366,25.206,25.248,25.715,26.026,25.922,25.881,26.439,27.213,27.729,28.159,28.459,28.675
0.583,0.601,0.673,0.754,0.823,0.877,0.915,0.968,1.038,1.104,1.166,1.234,1.313,1.392,1.466,1.539,1.611,1.677,1.736,1.811,1.931,2.068,2.187,2.283,2.366,2.459,2.558,2.666,2.817,2.996,3.225,3.486,3.711,3.94,4.17,4.388,4.478,4.426,4.429,4.591,4.84,4.906,4.915,5.016,5.122,5.35,5.531,5.601,5.867,6.45,7.16,7.66,7.825,7.778,7.819,8.121,8.604,9.301,9.598,9.044,8.961,10.312,11.999,12.832,12.608,11.758,11.664,11.951,11.954,14.159,17.692,19.29,19.991,20.717,21.229,22.129,23.326,24.572,25.745,26.691,27.217,27.543,28.064,28.54,28.817,29.163,29.748,30.139,30.201,30.149,29.888,29.766,29.885,30.495,31.729,32.967,33.756,33.667,33.255,33.694,34.407,34.816,35.648,36.754,37.855,38.943,39.456,39.718,40.312,40.66,41.844,45.056,47.562,48.181,48.803,49.397,49.818,50.258,50.303,50.114,49.806,49.109,48.37,48.391,47.966,46.248,44.153,41.819,39.325,36.69,33.745,30.384,27.145,25.003,24.08,24.177,24.418,24.574,25.055,25.282,25.124,25.17,25.64,25.951,25.846,25.806,26.364,27.138,27.653,28.084,28.387
0.572,0.551,0.572,0.638,0.71,0.77,0.816,0.855,0.915,0.987,1.049,1.107,1.171,1.244,1.319,1.392,1.464,1.531,1.59,1.643,1.722,1.846,1.976,2.082,2.162,2.229,2.309,2.4,2.509,2.664,2.85,3.095,3.333,3.533,3.742,3.936,4.13,4.216,4.233,4.292,4.444,4.662,4.718,4.734,4.828,4.932,5.151,5.338,5.444,5.744,6.324,6.989,7.364,7.495,7.557,7.651,7.963,8.438,9.11,9.4,8.861,8.796,10.142,11.797,12.606,12.389,11.574,11.495,11.738,11.669,13.775,17.259,19.046,19.831,20.471,20.979,21.866,23.052,24.288,25.448,26.383,26.91,27.241,27.762,28.238,28.513,28.858,29.444,29.838,29.903,29.853,29.598,29.483,29.608,30.216,31.444,32.678,33.463,33.383,32.983,33.419,34.133,34.551,35.383,36.477,37.573,38.662,39.178,39.441,40.033,40.383,41.563,44.76,47.257,47.877,48.495,49.088,49.517,49.965,50.016,49.836,49.538,48.849,48.118,48.139,47.717,46.018,43.94,41.618,39.139,36.519,33.592,30.247,27.027,24.898,23.982,24.078,24.32,24.48,24.96,25.188,25.034,25.084,25.555,25.864,25.761,25.724,26.281,27.053,27.569,28.003
0.562,0.533,0.52,0.543,0.604,0.668,0.718,0.758,0.802,0.865,0.932,0.991,1.045,1.105,1.175,1.246,1.317,1.385,1.448,1.5,1.554,1.64,1.762,1.88,1.972,2.038,2.093,2.159,2.24,2.346,2.501,2.688,2.897,3.092,3.265,3.425,3.575,3.764,3.918,4.042,4.136,4.266,4.471,4.523,4.538,4.63,4.735,4.947,5.144,5.296,5.611,6.15,6.633,6.933,7.224,7.378,7.482,7.79,8.246,8.896,9.18,8.674,8.636,9.951,11.573,12.367,12.166,11.389,11.281,11.446,11.32,13.406,17.011,18.849,19.562,20.194,20.693,21.572,22.747,23.967,25.113,26.043,26.572,26.906,27.426,27.897,28.172,28.519,29.107,29.501,29.568,29.522,29.276,29.17,29.298,29.906,31.128,32.353,33.139,33.069,32.675,33.114,33.834,34.254,35.078,36.167,37.263,38.349,38.864,39.127,39.721,40.072,41.251,44.431,46.915,47.532,48.15,48.749,49.187,49.637,49.696,49.526,49.236,48.555,47.83,47.852,47.443,45.761,43.697,41.392,38.929,36.327,33.419,30.096,26.896,24.781,23.869,23.968,24.213,24.372,24.852,25.083,24.934,24.988,25.456,25.765,25.664,25.629,26.186,26.958,27.476
0.553,0.517,0.494,0.488,0.513,0.57,0.626,0.67,0.71,0.755,0.814,0.877,0.932,0.984,1.042,1.107,1.173,1.238,1.303,1.361,1.415,1.474,1.561,1.674,1.78,1.859,1.915,1.957,2.008,2.076,2.18,2.328,2.49,2.664,2.838,2.989,3.131,3.313,3.539,3.797,3.942,3.961,4.08,4.269,4.314,4.332,4.428,4.534,4.74,4.957,5.142,5.44,5.817,6.182,6.641,7.053,7.192,7.298,7.593,8.024,8.659,8.961,8.488,8.453,9.738,11.334,12.126,11.947,11.159,10.991,11.098,10.98,13.178,16.793,18.542,19.232,19.858,20.355,21.224,22.387,23.594,24.728,25.651,26.178,26.514,27.033,27.504,27.782,28.131,28.717,29.113,29.185,29.146,28.909,28.811,28.944,29.55,30.764,31.982,32.766,32.703,32.319,32.76,33.477,33.9,34.721,35.806,36.897,37.98,38.496,38.764,39.358,39.713,40.888,44.047,46.517,47.137,47.757,48.359,48.8,49.254,49.32,49.158,48.877,48.208,47.495,47.523,47.123,45.459,43.414,41.129,38.687,36.105,33.218,29.919,26.742,24.641,23.738,23.838,24.085,24.247,24.727,24.959,24.814,24.869,25.337,25.648,25.549,25.517,26.075,26.846
0.536,0.501,0.472,0.457,0.458,0.487,0.537,0.584,0.625,0.665,0.708,0.763,0.822,0.874,0.925,0.979,1.038,1.097,1.157,1.219,1.278,1.335,1.397,1.48,1.583,1.68,1.75,1.793,1.819,1.852,1.918,2.029,2.16,2.313,2.483,2.642,2.797,2.991,3.229,3.541,3.792,3.807,3.772,3.884,4.058,4.1,4.121,4.219,4.329,4.54,4.78,4.97,5.13,5.399,5.926,6.493,6.864,6.997,7.097,7.381,7.796,8.43,8.752,8.291,8.251,9.517,11.088,11.877,11.683,10.86,10.649,10.755,10.763,12.981,16.48,18.186,18.867,19.488,19.981,20.841,21.989,23.181,24.302,25.216,25.742,26.079,26.598,27.069,27.349,27.701,28.284,28.68,28.759,28.729,28.502,28.411,28.549,29.154,30.358,31.567,32.347,32.292,31.921,32.363,33.079,33.504,34.322,35.402,36.487,37.566,38.084,38.357,38.952,39.31,40.481,43.617,46.071,46.693,47.314,47.919,48.365,48.824,48.897,48.744,48.473,47.818,47.117,47.152,46.763,45.117,43.094,40.831,38.413,35.854,32.991,29.718,26.567,24.483,23.588,23.691,23.939,24.103,24.584,24.817,24.676,24.735,25.203,25.515,25.421,25.391,25.948
0.503,0.481,0.451,0.429,0.42,0.428,0.46,0.503,0.544,0.582,0.62,0.661,0.713,0.769,0.818,0.865,0.914,0.966,1.018,1.074,1.137,1.2,1.258,1.319,1.398,1.494,1.581,1.641,1.669,1.678,1.712,1.8,1.911,2.045,2.204,2.359,2.515,2.707,2.941,3.22,3.553,3.686,3.597,3.572,3.684,3.844,3.88,3.902,4.006,4.13,4.361,4.612,4.677,4.733,5.154,5.787,6.309,6.656,6.783,6.882,7.155,7.571,8.213,8.526,8.07,8.04,9.287,10.831,11.578,11.344,10.512,10.31,10.522,10.583,12.705,16.119,17.793,18.466,19.081,19.57,20.419,21.55,22.727,23.833,24.736,25.26,25.599,26.116,26.587,26.87,27.223,27.804,28.201,28.287,28.264,28.048,27.966,28.11,28.712,29.907,31.105,31.882,31.835,31.477,31.921,32.634,33.06,33.877,34.95,36.03,37.102,37.623,37.9,38.496,38.858,40.024,43.133,45.569,46.193,46.818,47.426,47.876,48.339,48.42,48.278,48.017,47.377,46.691,46.734,46.355,44.732,42.733,40.495,38.102,35.57,32.735,29.492,26.368,24.303,23.419,23.524,23.774,23.941,24.422,24.657,24.52,24.582,25.051,25.363,25.273,25.247
0.46,0.447,0.426,0.401,0.386,0.385,0.399,0.43,0.467,0.502,0.54,0.576,0.615,0.664,0.716,0.761,0.802,0.846,0.892,0.939,0.995,1.06,1.122,1.179,1.238,1.317,1.408,1.484,1.53,1.541,1.562,1.636,1.737,1.853,1.996,2.138,2.282,2.46,2.673,2.909,3.18,3.419,3.462,3.377,3.372,3.483,3.624,3.656,3.688,3.809,3.955,4.197,4.38,4.346,4.497,5.019,5.609,6.099,6.426,6.545,6.646,6.925,7.349,7.979,8.271,7.834,7.824,9.052,10.534,11.213,10.95,10.152,10.059,10.312,10.328,12.389,15.723,17.362,18.026,18.634,19.119,19.955,21.068,22.225,23.316,24.209,24.73,25.07,25.585,26.055,26.34,26.694,27.273,27.671,27.763,27.748,27.544,27.473,27.621,28.221,29.404,30.591,31.363,31.326,30.982,31.427,32.138,32.566,33.379,34.445,35.519,36.585,37.106,37.389,37.986,38.352,39.512,42.592,45.007,45.633,46.261,46.871,47.326,47.794,47.884,47.753,47.505,46.881,46.211,46.263,45.897,44.297,42.325,40.117,37.752,35.249,32.446,29.236,26.143,24.101,23.227,23.336,23.588,23.757,24.238,24.476,24.343,24.409,24.878,25.192,25.106
0.423,0.406,0.392,0.373,0.353,0.345,0.35,0.369,0.397,0.429,0.463,0.498,0.533,0.57,0.615,0.662,0.701,0.738,0.777,0.818,0.862,0.92,0.985,1.044,1.099,1.16,1.238,1.322,1.387,1.417,1.444,1.516,1.615,1.719,1.839,1.96,2.087,2.241,2.424,2.609,2.814,3.028,3.205,3.236,3.166,3.179,3.277,3.4,3.439,3.491,3.636,3.796,4.014,4.136,4.149,4.364,4.845,5.404,5.872,6.178,6.292,6.409,6.702,7.121,7.719,8,7.596,7.609,8.787,10.18,10.795,10.547,9.867,9.819,10.028,10.035,12.043,15.291,16.892,17.546,18.143,18.623,19.446,20.538,21.675,22.747,23.628,24.146,24.488,25,25.467,25.756,26.11,26.686,27.084,27.183,27.178,26.988,26.926,27.081,27.678,28.847,30.02,30.788,30.761,30.431,30.878,31.585,32.016,32.825,33.883,34.949,36.008,36.531,36.819,37.416,37.787,38.94,41.986,44.378,45.007,45.636,46.251,46.711,47.183,47.282,47.164,46.931,46.324,45.672,45.733,45.38,43.808,41.867,39.69,37.358,34.888,32.118,28.947,25.89,23.872,23.012,23.123,23.378,23.549,24.03,24.27,24.143,24.212,24.681,24.998
0.394,0.372,0.354,0.338,0.319,0.305,0.304,0.315,0.336,0.362,0.393,0.424,0.457,0.49,0.525,0.566,0.605,0.638,0.672,0.708,0.746,0.791,0.848,0.909,0.966,1.022,1.085,1.161,1.236,1.287,1.329,1.406,1.503,1.598,1.699,1.799,1.907,2.039,2.189,2.328,2.467,2.638,2.827,2.994,3.02,2.966,2.978,3.057,3.176,3.235,3.315,3.475,3.612,3.797,3.945,3.994,4.199,4.652,5.191,5.636,5.919,6.045,6.178,6.466,6.864,7.441,7.727,7.356,7.356,8.456,9.766,10.367,10.218,9.596,9.512,9.707,9.717,11.668,14.82,16.38,17.021,17.609,18.082,18.89,19.959,21.073,22.126,22.992,23.506,23.849,24.357,24.822,25.112,25.468,26.039,26.438,26.544,26.549,26.372,26.323,26.483,27.077,28.23,29.387,30.149,30.133,29.82,30.268,30.972,31.404,32.208,33.256,34.312,35.362,35.888,36.181,36.78,37.156,38.3,41.307,43.673,44.305,44.937,45.554,46.019,46.496,46.607,46.502,46.283,45.696,45.064,45.135,44.797,43.256,41.348,39.206,36.911,34.478,31.749,28.62,25.604,23.613,22.767,22.883,23.139,23.313,23.794,24.037,23.916,23.988,24.459
0.358,0.343,0.321,0.303,0.286,0.269,0.259,0.266,0.283,0.304,0.329,0.357,0.387,0.417,0.447,0.478,0.513,0.546,0.576,0.607,0.642,0.68,0.725,0.778,0.834,0.889,0.947,1.012,1.085,1.151,1.208,1.289,1.383,1.467,1.552,1.636,1.726,1.839,1.964,2.082,2.172,2.283,2.447,2.628,2.781,2.804,2.756,2.765,2.843,2.97,3.052,3.15,3.292,3.398,3.587,3.759,3.825,4.022,4.452,4.968,5.382,5.66,5.8,5.926,6.197,6.588,7.157,7.445,7.077,7.037,8.065,9.332,9.993,9.89,9.255,9.165,9.357,9.373,11.26,14.31,15.823,16.451,17.027,17.494,18.284,19.328,20.417,21.447,22.297,22.805,23.148,23.651,24.113,24.406,24.762,25.328,25.727,25.84,25.855,25.694,25.656,25.822,26.412,27.547,28.688,29.442,29.436,29.142,29.591,30.29,30.724,31.521,32.559,33.603,34.644,35.17,35.471,36.069,36.449,37.584,40.548,42.885,43.518,44.152,44.771,45.242,45.725,45.847,45.757,45.554,44.989,44.379,44.461,44.139,42.631,40.761,38.66,36.406,34.015,31.33,28.25,25.279,23.319,22.488,22.608,22.867,23.044,23.526,23.77,23.657,23.733
0.314,0.309,0.293,0.272,0.253,0.235,0.218,0.218,0.234,0.254,0.274,0.296,0.322,0.349,0.378,0.404,0.43,0.459,0.488,0.514,0.545,0.579,0.616,0.658,0.708,0.762,0.818,0.877,0.941,1.01,1.079,1.161,1.248,1.323,1.393,1.464,1.545,1.642,1.746,1.813,1.895,1.994,2.104,2.263,2.426,2.559,2.579,2.541,2.558,2.644,2.786,2.886,2.97,3.083,3.193,3.397,3.573,3.647,3.832,4.237,4.726,5.126,5.404,5.537,5.649,5.912,6.305,6.862,7.122,6.739,6.681,7.662,8.942,9.614,9.49,8.872,8.791,8.981,9.001,10.82,13.758,15.221,15.834,16.398,16.855,17.626,18.643,19.704,20.709,21.54,22.041,22.383,22.881,23.338,23.633,23.989,24.548,24.945,25.068,25.094,24.948,24.921,25.093,25.677,26.793,27.915,28.66,28.667,28.392,28.841,29.535,29.97,30.759,31.784,32.816,33.846,34.373,34.679,35.278,35.661,36.786,39.702,42.002,42.638,43.274,43.895,44.371,44.861,44.995,44.92,44.736,44.194,43.608,43.701,43.398,41.928,40.1,38.044,35.836,33.492,30.857,27.831,24.911,22.986,22.174,22.298,22.559,22.741,23.221,23.468,23.361
0.263,0.269,0.262,0.245,0.224,0.204,0.186,0.177,0.188,0.208,0.226,0.245,0.265,0.288,0.313,0.338,0.36,0.382,0.407,0.431,0.456,0.486,0.52,0.555,0.594,0.642,0.695,0.751,0.809,0.872,0.942,1.022,1.103,1.168,1.226,1.287,1.359,1.448,1.537,1.581,1.612,1.717,1.839,1.964,2.106,2.242,2.352,2.37,2.372,2.389,2.462,2.618,2.702,2.768,2.886,3.011,3.212,3.385,3.543,3.812,4.109,4.487,4.875,5.133,5.25,5.361,5.628,6.01,6.529,6.75,6.37,6.32,7.308,8.556,9.175,9.047,8.463,8.392,8.578,8.602,10.348,13.165,14.573,15.169,15.717,16.166,16.915,17.902,18.932,19.908,20.718,21.212,21.552,22.043,22.495,22.79,23.145,23.697,24.093,24.224,24.261,24.131,24.117,24.295,24.872,25.965,27.064,27.801,27.82,27.567,28.015,28.701,29.136,29.916,30.926,31.945,32.962,33.489,33.801,34.398,34.786,35.898,38.759,41.021,41.657,42.294,42.918,43.4,43.894,44.041,43.983,43.818,43.303,42.742,42.848,42.565,41.136,39.355,37.349,35.194,32.903,30.324,27.359,24.496,22.61,21.819,21.948,22.211,22.396,22.876,23.127
0.213,0.224,0.226,0.217,0.2,0.179,0.158,0.145,0.149,0.166,0.184,0.2,0.216,0.234,0.256,0.278,0.298,0.317,0.335,0.356,0.379,0.403,0.432,0.464,0.497,0.535,0.581,0.634,0.688,0.744,0.807,0.88,0.951,1.008,1.056,1.111,1.176,1.258,1.339,1.391,1.397,1.462,1.605,1.728,1.861,1.986,2.096,2.188,2.236,2.229,2.21,2.297,2.434,2.496,2.574,2.704,2.834,3.027,3.345,3.7,3.801,3.889,4.252,4.611,4.842,4.951,5.072,5.335,5.686,6.153,6.34,5.991,5.995,6.952,8.113,8.69,8.575,8.027,7.965,8.148,8.177,9.842,12.53,13.879,14.456,14.988,15.426,16.151,17.105,18.099,19.044,19.83,20.314,20.652,21.134,21.581,21.876,22.23,22.773,23.166,23.304,23.352,23.241,23.238,23.422,23.992,25.059,26.134,26.86,26.891,26.659,27.107,27.784,28.218,28.988,29.982,30.985,31.985,32.511,32.83,33.425,33.818,34.914,37.713,39.931,40.566,41.206,41.831,42.318,42.816,42.977,42.939,42.794,42.306,41.775,41.894,41.632,40.248,38.521,36.571,34.473,32.24,29.724,26.828,24.029,22.188,21.418,21.551,21.817,22.006,22.486
0.166,0.18,0.187,0.186,0.175,0.157,0.136,0.121,0.121,0.13,0.145,0.161,0.175,0.19,0.206,0.225,0.243,0.259,0.274,0.292,0.31,0.33,0.353,0.381,0.411,0.443,0.482,0.528,0.578,0.628,0.683,0.745,0.807,0.855,0.896,0.945,1.006,1.079,1.151,1.199,1.21,1.25,1.358,1.492,1.631,1.762,1.877,1.974,2.059,2.075,2.007,2.011,2.119,2.231,2.303,2.4,2.529,2.653,2.984,3.47,3.591,3.413,3.567,3.997,4.331,4.545,4.653,4.779,5.016,5.323,5.745,5.92,5.638,5.669,6.545,7.63,8.178,8.076,7.566,7.513,7.691,7.724,9.305,11.854,13.139,13.694,14.209,14.635,15.334,16.25,17.206,18.115,18.875,19.349,19.683,20.155,20.593,20.889,21.24,21.772,22.162,22.306,22.366,22.271,22.283,22.473,23.033,24.072,25.119,25.829,25.875,25.666,26.111,26.778,27.212,27.97,28.944,29.927,30.91,31.434,31.759,32.351,32.748,33.825,36.554,38.722,39.358,39.997,40.623,41.114,41.617,41.793,41.774,41.651,41.193,40.693,40.825,40.587,39.256,37.587,35.699,33.665,31.497,29.052,26.231,23.503,21.71,20.965,21.105,21.373,21.567
0.126,0.14,0.15,0.153,0.148,0.134,0.116,0.101,0.098,0.104,0.112,0.125,0.14,0.153,0.166,0.179,0.194,0.208,0.222,0.236,0.251,0.268,0.287,0.308,0.334,0.363,0.396,0.435,0.478,0.524,0.572,0.626,0.679,0.718,0.752,0.795,0.85,0.918,0.981,1.022,1.028,1.05,1.137,1.258,1.395,1.533,1.656,1.76,1.849,1.879,1.817,1.786,1.841,1.932,2.045,2.135,2.23,2.35,2.636,3.11,3.264,3.037,3.006,3.328,3.732,4.05,4.251,4.357,4.466,4.667,4.938,5.324,5.526,5.289,5.297,6.106,7.122,7.641,7.552,7.081,7.038,7.21,7.246,8.736,11.139,12.355,12.887,13.383,13.794,14.464,15.338,16.252,17.123,17.854,18.314,18.643,19.104,19.533,19.827,20.174,20.692,21.076,21.229,21.299,21.223,21.248,21.443,21.992,22.999,24.014,24.709,24.768,24.582,25.024,25.678,26.11,26.854,27.805,28.767,29.728,30.25,30.579,31.168,31.566,32.623,35.275,37.387,38.021,38.658,39.282,39.779,40.286,40.476,40.477,40.376,39.952,39.485,39.633,39.42,38.145,36.541,34.721,32.758,30.664,28.296,25.559,22.913,21.174,20.456,20.601,20.872
