"year","age","px"
1983,88,0.79303383
1983,89,0.7790413
1983,90,0.76467937
1983,91,0.74996972
1983,92,0.73493361
1983,93,0.71960862
1983,94,0.70404371
1983,95,0.68788154
1983,96,0.67191422
1983,97,0.65592278
1983,98,0.63998069
1983,99,0.62416053
1983,100,0
1984,0,0.98942647
1984,1,0.99930971
1984,2,0.99941153
1984,3,0.99949692
1984,4,0.99956786
1984,5,0.99962578
1984,6,0.99967155
1984,7,0.99970588
1984,8,0.99972884
1984,9,0.99974007
1984,10,0.99973792
1984,11,0.99971941
1984,12,0.99968031
1984,13,0.9996138
1984,14,0.99951443
1984,15,0.99937961
1984,16,0.99921967
1984,17,0.99906175
1984,18,0.99893588
1984,19,0.99886652
1984,20,0.9988467
1984,21,0.99885396
1984,22,0.99886459
1984,23,0.99885908
1984,24,0.99883408
1984,25,0.99879198
1984,26,0.99874325
1984,27,0.99870118
1984,28,0.99867191
1984,29,0.99865701
1984,30,0.99864807
1984,31,0.99863296
1984,32,0.9986012
1984,33,0.99854308
1984,34,0.99845522
1984,35,0.99833708
1984,36,0.9981922
1984,37,0.99802746
1984,38,0.99784759
1984,39,0.99765599
1984,40,0.99745026
1984,41,0.99722322
1984,42,0.99696533
1984,43,0.99666453
1984,44,0.99630997
1984,45,0.99589133
1984,46,0.99539968
1984,47,0.99482747
1984,48,0.99416672
1984,49,0.99340929
1984,50,0.99254666
1984,51,0.99157046
1984,52,0.99047584
1984,53,0.98926327
1984,54,0.98794339
1984,55,0.9865397
1984,56,0.98508151
1984,57,0.98360171
1984,58,0.98211484
1984,59,0.98060828
1984,60,0.97903782
1984,61,0.97732173
1984,62,0.97538045
1984,63,0.97314461
1984,64,0.97058268
1984,65,0.96772517
1984,66,0.96463318
1984,67,0.96140296
1984,68,0.95809935
1984,69,0.95471444
1984,70,0.95117274
1984,71,0.94729964
1984,72,0.94291545
1984,73,0.93786927
1984,74,0.93206884
1984,75,0.92555266
1984,76,0.91841822
1984,77,0.91083252
1984,78,0.90294981
1984,79,0.89482363
1984,80,0.88643964
1984,81,0.87765614
1984,82,0.86831242
1984,83,0.8582812
1984,84,0.84747372
1984,85,0.83590915
1984,86,0.82364579
1984,87,0.81078172
1984,88,0.79741919
1984,89,0.78361927
1984,90,0.76943098
1984,91,0.75487128
1984,92,0.73995802
1984,93,0.72472859
1984,94,0.7092341
1984,95,0.69322981
1984,96,0.67732398
1984,97,0.66137024
1984,98,0.64544274
1984,99,0.62961456
1984,100,0
1985,0,0.99007627
1985,1,0.99935588
1985,2,0.99944974
1985,3,0.99952892
1985,4,0.99959491
1985,5,0.99964897
1985,6,0.99969188
1985,7,0.99972428
1985,8,0.9997461
1985,9,0.99975688
1985,10,0.99975505
1985,11,0.99973773
1985,12,0.9997009
1985,13,0.99963793
1985,14,0.99954348
1985,15,0.99941494
1985,16,0.99926166
1985,17,0.99910986
1985,18,0.99898809
1985,19,0.99891952
1985,20,0.9988977
1985,21,0.99889941
1985,22,0.99890249
1985,23,0.99888848
1985,24,0.99885527
1985,25,0.99880865
1985,26,0.99876119
1985,27,0.99872946
1985,28,0.99871953
1985,29,0.99872932
1985,30,0.99874612
1985,31,0.99875192
1985,32,0.99873343
1985,33,0.99867954
1985,34,0.99858567
1985,35,0.99845275
1985,36,0.99828551
1985,37,0.99809518
1985,38,0.9978922
1985,39,0.99768424
1985,40,0.9974732
1985,41,0.99725152
1985,42,0.99700877
1985,43,0.99673185
1985,44,0.99640811
1985,45,0.99602774
1985,46,0.99558124
1985,47,0.99506089
1985,48,0.99445754
1985,49,0.99375903
1985,50,0.99295097
1985,51,0.99201603
1985,52,0.99093895
1985,53,0.98971501
1985,54,0.98835376
1985,55,0.98689446
1985,56,0.98539444
1985,57,0.98391199
1985,58,0.98249275
1985,59,0.98111514
1985,60,0.97971686
1985,61,0.9781776
1985,62,0.97635817
1985,63,0.9741758
1985,64,0.97157914
1985,65,0.96864533
1985,66,0.96552583
1985,67,0.96238502
1985,68,0.95938547
1985,69,0.95650598
1985,70,0.95361286
1985,71,0.95044196
1985,72,0.94665417
1985,73,0.942032
1985,74,0.93642057
1985,75,0.92987907
1985,76,0.92264058
1985,77,0.91497621
1985,78,0.90719938
1985,79,0.89943096
1985,80,0.89162053
1985,81,0.88357494
1985,82,0.87497871
1985,83,0.8656104
1985,84,0.85534151
1985,85,0.84418074
1985,86,0.83228232
1985,87,0.81980638
1985,88,0.80690806
1985,89,0.7936694
1985,90,0.78007509
1985,91,0.76608729
1985,92,0.75164837
1985,93,0.73675423
1985,94,0.72148439
1985,95,0.70575426
1985,96,0.69008992
1985,97,0.67432131
1985,98,0.65851861
1985,99,0.64275248
1985,100,0
1986,0,0.99070691
1986,1,0.99936993
1986,2,0.99948739
1986,3,0.99958028
1986,4,0.99965158
1986,5,0.9997043
1986,6,0.99974098
1986,7,0.99976377
1986,8,0.99977441
1986,9,0.99977355
1986,10,0.99976094
1986,11,0.99973501
1986,12,0.99969344
1986,13,0.99963305
1986,14,0.99955213
1986,15,0.99945175
1986,16,0.99933926
1986,17,0.99922899
1986,18,0.99913522
1986,19,0.99906978
1986,20,0.9990313
1986,21,0.99901125
1986,22,0.99899897
1986,23,0.99898447
1986,24,0.99896498
1986,25,0.99894061
1986,26,0.99891522
1986,27,0.99889355
1986,28,0.99887657
1986,29,0.99886309
1986,30,0.99884751
1986,31,0.99882252
1986,32,0.99878181
1986,33,0.99871926
1986,34,0.99863228
1986,35,0.99851988
1986,36,0.99838378
1986,37,0.99822798
1986,38,0.99805581
1986,39,0.99787055
1986,40,0.99767268
1986,41,0.99746043
1986,42,0.99722977
1986,43,0.99697443
1986,44,0.99668618
1986,45,0.99635437
1986,46,0.99596647
1986,47,0.99550734
1986,48,0.9949614
1986,49,0.9943124
1986,50,0.99354609
1986,51,0.9926516
1986,52,0.99162245
1986,53,0.99045918
1986,54,0.98917128
1986,55,0.98777989
1986,56,0.98631388
1986,57,0.98480847
1986,58,0.98329108
1986,59,0.98177404
1986,60,0.98024808
1986,61,0.97867668
1986,62,0.97701512
1986,63,0.97521291
1986,64,0.9732252
1986,65,0.97101878
1986,66,0.96856523
1986,67,0.96584431
1986,68,0.9628324
1986,69,0.95950004
1986,70,0.95581238
1986,71,0.95172764
1986,72,0.94720669
1986,73,0.94221952
1986,74,0.93675041
1986,75,0.93080937
1986,76,0.92441868
1986,77,0.91760949
1986,78,0.9104058
1986,79,0.90280094
1986,80,0.8947679
1986,81,0.8862433
1986,82,0.87715867
1986,83,0.86745864
1986,84,0.85710246
1986,85,0.84608848
1986,86,0.83443192
1986,87,0.82216682
1986,88,0.8093342
1986,89,0.79596816
1986,90,0.78210526
1986,91,0.7677795
1986,92,0.75303331
1986,93,0.73792622
1986,94,0.72253078
1986,95,0.70682441
1986,96,0.69096405
1986,97,0.67499232
1986,98,0.65898224
1986,99,0.64300756
1986,100,0
1987,0,0.99132949
1987,1,0.99942042
1987,2,0.99951868
1987,3,0.99959795
1987,4,0.99965994
1987,5,0.99970657
1987,6,0.99973949
1987,7,0.99976022
1987,8,0.99977023
1987,9,0.99977017
1987,10,0.99976026
1987,11,0.99973984
1987,12,0.99970775
1987,13,0.9996622
1987,14,0.99960167
1987,15,0.99952518
1987,16,0.99943372
1987,17,0.99933109
1987,18,0.99922352
1987,19,0.99912003
1987,20,0.99902949
1987,21,0.99895995
1987,22,0.99891545
1987,23,0.99889626
1987,24,0.99889764
1987,25,0.99891216
1987,26,0.99893142
1987,27,0.99894735
1987,28,0.99895438
1987,29,0.99894834
1987,30,0.9989267
1987,31,0.99888758
1987,32,0.9988295
1987,33,0.99875109
1987,34,0.99865141
1987,35,0.99853016
1987,36,0.99838778
1987,37,0.99822591
1987,38,0.99804701
1987,39,0.99785451
1987,40,0.99765216
1987,41,0.99744349
1987,42,0.99722952
1987,43,0.99700678
1987,44,0.99676573
1987,45,0.99648763
1987,46,0.99614896
1987,47,0.99572105
1987,48,0.99517485
1987,49,0.99448987
1987,50,0.9936534
1987,51,0.99267684
1987,52,0.99158711
1987,53,0.99042012
1987,54,0.98921656
1987,55,0.98799454
1987,56,0.98676062
1987,57,0.98549946
1987,58,0.98418499
1987,59,0.98278952
1987,60,0.98128141
1987,61,0.97963405
1987,62,0.97782154
1987,63,0.97582914
1987,64,0.97364909
1987,65,0.97129195
1987,66,0.96877737
1987,67,0.96611715
1987,68,0.96331498
1987,69,0.96032987
1987,70,0.95709096
1987,71,0.95349664
1987,72,0.94942357
1987,73,0.94478995
1987,74,0.93954116
1987,75,0.9337016
1987,76,0.92736032
1987,77,0.92061405
1987,78,0.91356951
1987,79,0.90625563
1987,80,0.8986337
1987,81,0.89060906
1987,82,0.88203723
1987,83,0.87281324
1987,84,0.8628727
1987,85,0.85221275
1987,86,0.84089632
1987,87,0.82899089
1987,88,0.81656378
1987,89,0.80365209
1987,90,0.79025208
1987,91,0.77635811
1987,92,0.76196601
1987,93,0.74711206
1987,94,0.73189115
1987,95,0.71653083
1987,96,0.70089335
1987,97,0.68510211
1987,98,0.66922743
1987,99,0.65334113
1987,100,0
1988,0,0.99195639
1988,1,0.99949674
1988,2,0.99955903
1988,3,0.99961245
1988,4,0.99965716
1988,5,0.99969344
1988,6,0.99972144
1988,7,0.99974138
1988,8,0.9997534
1988,9,0.99975733
1988,10,0.99975254
1988,11,0.99973773
1988,12,0.99971124
1988,13,0.99967054
1988,14,0.99961358
1988,15,0.99953877
1988,16,0.99944705
1988,17,0.99934298
1988,18,0.99923397
1988,19,0.99913066
1988,20,0.99904255
1988,21,0.9989773
1988,22,0.99893764
1988,23,0.99892208
1988,24,0.99892454
1988,25,0.99893677
1988,26,0.99895047
1988,27,0.99895796
1988,28,0.99895488
1988,29,0.99893853
1988,30,0.99890842
1988,31,0.99886531
1988,32,0.99880971
1988,33,0.99874187
1988,34,0.99866075
1988,35,0.99856399
1988,36,0.99844862
1988,37,0.99831109
1988,38,0.99814916
1988,39,0.99796274
1988,40,0.99775425
1988,41,0.9975297
1988,42,0.9972942
1988,43,0.99704962
1988,44,0.99679118
1988,45,0.99650266
1988,46,0.99616196
1988,47,0.99574008
1988,48,0.99520747
1988,49,0.99454285
1988,50,0.99373196
1988,51,0.99278316
1988,52,0.9917184
1988,53,0.99056747
1988,54,0.98936433
1988,55,0.98812251
1988,56,0.98684641
1988,57,0.98552396
1988,58,0.98413736
1988,59,0.98267652
1988,60,0.98113358
1988,61,0.97950979
1988,62,0.97780581
1988,63,0.97600806
1988,64,0.97409085
1988,65,0.97200185
1988,66,0.96967259
1988,67,0.96703462
1988,68,0.96401711
1988,69,0.96058476
1988,70,0.95672357
1988,71,0.95245483
1988,72,0.94782649
1988,73,0.94287062
1988,74,0.93761156
1988,75,0.93203015
1988,76,0.92607602
1988,77,0.91968923
1988,78,0.91280132
1988,79,0.90536776
1988,80,0.89736397
1988,81,0.88878423
1988,82,0.87964048
1988,83,0.86993743
1988,84,0.85967251
1988,85,0.84883133
1988,86,0.83738741
1988,87,0.82532273
1988,88,0.81263048
1988,89,0.7993255
1988,90,0.78544894
1988,91,0.7710582
1988,92,0.75622759
1988,93,0.7410372
1988,94,0.72556855
1988,95,0.70999214
1988,96,0.6940607
1988,97,0.67800225
1988,98,0.66189094
1988,99,0.64580193
1988,100,0
1989,0,0.99258327
1989,1,0.99953876
1989,2,0.9995929
1989,3,0.99963993
1989,4,0.99968006
1989,5,0.99971352
1989,6,0.99974032
1989,7,0.99976051
1989,8,0.9997738
1989,9,0.99977971
1989,10,0.99977717
1989,11,0.99976442
1989,12,0.99973921
1989,13,0.9996981
1989,14,0.99963796
1989,15,0.99955588
1989,16,0.9994523
1989,17,0.99933289
1989,18,0.99920747
1989,19,0.99909041
1989,20,0.99899329
1989,21,0.99892392
1989,22,0.99888362
1989,23,0.99886859
1989,24,0.99887156
1989,25,0.99888381
1989,26,0.99889734
1989,27,0.99890515
1989,28,0.99890343
1989,29,0.99889004
1989,30,0.99886493
1989,31,0.99882929
1989,32,0.99878377
1989,33,0.99872851
1989,34,0.9986619
1989,35,0.99858056
1989,36,0.99848028
1989,37,0.99835586
1989,38,0.99820328
1989,39,0.99802048
1989,40,0.9978079
1989,41,0.99757011
1989,42,0.99731189
1989,43,0.9970367
1989,44,0.99674349
1989,45,0.99642216
1989,46,0.9960577
1989,47,0.99562901
1989,48,0.99511445
1989,49,0.99449816
1989,50,0.99376901
1989,51,0.99292998
1989,52,0.99199121
1989,53,0.99096651
1989,54,0.98987159
1989,55,0.98871103
1989,56,0.98748513
1989,57,0.98618559
1989,58,0.98480135
1989,59,0.98332514
1989,60,0.98175088
1989,61,0.98007718
1989,62,0.97830254
1989,63,0.97641836
1989,64,0.97440969
1989,65,0.97224708
1989,66,0.96989119
1989,67,0.96729765
1989,68,0.96441635
1989,69,0.96120469
1989,70,0.95762192
1989,71,0.95363796
1989,72,0.94922959
1989,73,0.9443809
1989,74,0.93908407
1989,75,0.93333972
1989,76,0.92715757
1989,77,0.92054356
1989,78,0.91350163
1989,79,0.90601664
1989,80,0.89805691
1989,81,0.88957814
1989,82,0.8805247
1989,83,0.87085296
1989,84,0.86053214
1989,85,0.8495512
1989,86,0.83792067
1989,87,0.82565882
1989,88,0.81279146
1989,89,0.79934554
1989,90,0.78534752
1989,91,0.77083329
1989,92,0.75584979
1989,93,0.74046434
1989,94,0.72476923
1989,95,0.70896168
1989,96,0.69283453
1989,97,0.67658317
1989,98,0.66028448
1989,99,0.64401627
1989,100,0
1990,0,0.99319401
1990,1,0.99960062
1990,2,0.99963084
1990,3,0.999659
1990,4,0.99968543
1990,5,0.99971026
1990,6,0.9997332
1990,7,0.99975358
1990,8,0.9997698
1990,9,0.99978021
1990,10,0.99978248
1990,11,0.9997739
1990,12,0.99975149
1990,13,0.99971063
1990,14,0.99964724
1990,15,0.99955736
1990,16,0.99944226
1990,17,0.99931177
1990,18,0.99918096
1990,19,0.99906925
1990,20,0.99898617
1990,21,0.99893199
1990,22,0.9989002
1990,23,0.99888096
1990,24,0.99886812
1990,25,0.99885775
1990,26,0.9988486
1990,27,0.99884079
1990,28,0.99883369
1990,29,0.99882621
1990,30,0.99881636
1990,31,0.99880153
1990,32,0.99877908
1990,33,0.99874622
1990,34,0.99870022
1990,35,0.99863822
1990,36,0.99855733
1990,37,0.99845448
1990,38,0.99832677
1990,39,0.99817169
1990,40,0.99798723
1990,41,0.9977725
1990,42,0.99752661
1990,43,0.99724838
1990,44,0.99693559
1990,45,0.99658364
1990,46,0.99618641
1990,47,0.99573562
1990,48,0.99522214
1990,49,0.99463717
1990,50,0.99397212
1990,51,0.99322008
1990,52,0.99237468
1990,53,0.9914297
1990,54,0.9903791
1990,55,0.98921577
1990,56,0.98793369
1990,57,0.98653015
1990,58,0.98500787
1990,59,0.98338194
1990,60,0.98167702
1990,61,0.97992611
1990,62,0.9781631
1990,63,0.97639558
1990,64,0.97461063
1990,65,0.97274712
1990,66,0.9707169
1990,67,0.96842505
1990,68,0.96576809
1990,69,0.96268129
1990,70,0.9591169
1990,71,0.95506771
1990,72,0.95055477
1990,73,0.9456002
1990,74,0.9402342
1990,75,0.93447065
1990,76,0.92831518
1990,77,0.92176044
1990,78,0.91478873
1990,79,0.90737029
1990,80,0.89946392
1990,81,0.89102301
1990,82,0.88199592
1990,83,0.87234397
1990,84,0.86204237
1990,85,0.8510852
1990,86,0.83948698
1990,87,0.82726554
1990,88,0.81444073
1990,89,0.80102685
1990,90,0.78703017
1990,91,0.77247073
1990,92,0.75738766
1990,93,0.74185932
1990,94,0.72601593
1990,95,0.71008069
1990,96,0.69383656
1990,97,0.67746147
1990,98,0.66103405
1990,99,0.64463396
1990,100,0
1991,0,0.99377414
1991,1,0.99963547
1991,2,0.99966144
1991,3,0.99968496
1991,4,0.99970579
1991,5,0.99972361
1991,6,0.99973792
1991,7,0.99974823
1991,8,0.99975393
1991,9,0.99975421
1991,10,0.99974795
1991,11,0.99973355
1991,12,0.99970921
1991,13,0.99967241
1991,14,0.99962079
1991,15,0.99955184
1991,16,0.99946436
1991,17,0.9993591
1991,18,0.99923946
1991,19,0.99911268
1991,20,0.99898889
1991,21,0.99888065
1991,22,0.99879825
1991,23,0.99874846
1991,24,0.99872996
1991,25,0.99873583
1991,26,0.99875578
1991,27,0.99877884
1991,28,0.9987976
1991,29,0.99880697
1991,30,0.99880472
1991,31,0.99879014
1991,32,0.9987631
1991,33,0.99872381
1991,34,0.99867245
1991,35,0.99860921
1991,36,0.99853376
1991,37,0.99844527
1991,38,0.99834137
1991,39,0.99821781
1991,40,0.99806841
1991,41,0.9978844
1991,42,0.99765681
1991,43,0.99737751
1991,44,0.99704135
1991,45,0.99665062
1991,46,0.99621254
1991,47,0.99574048
1991,48,0.9952474
1991,49,0.99473644
1991,50,0.99420171
1991,51,0.99361915
1991,52,0.99295775
1991,53,0.99218543
1991,54,0.99126995
1991,55,0.99019297
1991,56,0.98894238
1991,57,0.98752041
1991,58,0.98594014
1991,59,0.9842225
1991,60,0.98239885
1991,61,0.98050299
1991,62,0.97857232
1991,63,0.97663164
1991,64,0.97469594
1991,65,0.9727513
1991,66,0.97076413
1991,67,0.96867673
1991,68,0.96641095
1991,69,0.96386931
1991,70,0.96093359
1991,71,0.95748224
1991,72,0.95338353
1991,73,0.94855683
1991,74,0.9429605
1991,75,0.93665301
1991,76,0.92978676
1991,77,0.92252572
1991,78,0.91504832
1991,79,0.90740874
1991,80,0.89954735
1991,81,0.89131063
1991,82,0.88246079
1991,83,0.87282698
1991,84,0.86230756
1991,85,0.85090648
1991,86,0.83874253
1991,87,0.82593724
1991,88,0.81260457
1991,89,0.79879352
1991,90,0.78446623
1991,91,0.76957951
1991,92,0.75409405
1991,93,0.73805566
1991,94,0.72163686
1991,95,0.70518638
1991,96,0.68845885
1991,97,0.67162077
1991,98,0.65475774
1991,99,0.6379557
1991,100,0
1992,0,0.99430017
1992,1,0.99965394
1992,2,0.99968655
1992,3,0.99971509
1992,4,0.99973905
1992,5,0.99975801
1992,6,0.99977148
1992,7,0.9997791
1992,8,0.99978062
1992,9,0.9997756
1992,10,0.99976344
1992,11,0.99974307
1992,12,0.99971308
1992,13,0.99967148
1992,14,0.99961602
1992,15,0.99954423
1992,16,0.99945426
1992,17,0.99934546
1992,18,0.9992199
1992,19,0.99908356
1992,20,0.99894739
1992,21,0.99882681
1992,22,0.99873568
1992,23,0.9986841
1992,24,0.99867075
1992,25,0.99868648
1992,26,0.99871777
1992,27,0.99875062
1992,28,0.99877682
1992,29,0.99879171
1992,30,0.99879461
1992,31,0.99878699
1992,32,0.99876993
1992,33,0.99874412
1992,34,0.99870855
1992,35,0.99866062
1992,36,0.99859692
1992,37,0.99851304
1992,38,0.99840487
1992,39,0.99826876
1992,40,0.99810164
1992,41,0.99790183
1992,42,0.99766803
1992,43,0.99739963
1992,44,0.9970964
1992,45,0.99675815
1992,46,0.99638468
1992,47,0.9959749
1992,48,0.99552644
1992,49,0.99503379
1992,50,0.9944886
1992,51,0.99387776
1992,52,0.99318571
1992,53,0.99239637
1992,54,0.99149343
1992,55,0.99046516
1992,56,0.98930216
1992,57,0.98799989
1992,58,0.98655755
1992,59,0.9849769
1992,60,0.98326384
1992,61,0.98142719
1992,62,0.97948077
1992,63,0.97744343
1992,64,0.97533915
1992,65,0.97319336
1992,66,0.97102855
1992,67,0.96883826
1992,68,0.96659032
1992,69,0.9641882
1992,70,0.96149032
1992,71,0.95832101
1992,72,0.95447376
1992,73,0.94981456
1992,74,0.9442551
1992,75,0.93785394
1992,76,0.93080504
1992,77,0.92333215
1992,78,0.91569213
1992,79,0.9079792
1992,80,0.90013633
1992,81,0.89197678
1992,82,0.88319828
1992,83,0.87358221
1992,84,0.86299594
1992,85,0.85144098
1992,86,0.83906582
1992,87,0.82602545
1992,88,0.81246892
1992,89,0.79846537
1992,90,0.78397539
1992,91,0.76894473
1992,92,0.7533124
1992,93,0.73710608
1992,94,0.72048789
1992,95,0.70379832
1992,96,0.68687361
1992,97,0.66984367
1992,98,0.65279714
1992,99,0.63582297
1992,100,0
1993,0,0.99475935
1993,1,0.99966168
1993,2,0.99970904
1993,3,0.9997478
1993,4,0.99977768
1993,5,0.99979867
1993,6,0.99981068
1993,7,0.99981358
1993,8,0.99980753
1993,9,0.99979211
1993,10,0.99976741
1993,11,0.99973344
1993,12,0.99969057
1993,13,0.99963954
1993,14,0.99958001
1993,15,0.99951108
1993,16,0.99942984
1993,17,0.9993324
1993,18,0.9992167
1993,19,0.99908315
1993,20,0.99894034
1993,21,0.99880411
1993,22,0.99869311
1993,23,0.99862494
1993,24,0.99860293
1993,25,0.99862047
1993,26,0.99866159
1993,27,0.99870915
1993,28,0.99875199
1993,29,0.99878254
1993,30,0.99879827
1993,31,0.99879827
1993,32,0.99878251
1993,33,0.99875097
1993,34,0.99870312
1993,35,0.99863797
1993,36,0.99855427
1993,37,0.99845053
1993,38,0.99832563
1993,39,0.99817882
1993,40,0.99801019
1993,41,0.99782075
1993,42,0.99761099
1993,43,0.99738099
1993,44,0.99712803
1993,45,0.99684663
1993,46,0.99652878
1993,47,0.99616372
1993,48,0.9957419
1993,49,0.99525503
1993,50,0.99469886
1993,51,0.99407405
1993,52,0.99338232
1993,53,0.9926263
1993,54,0.99180366
1993,55,0.99090526
1993,56,0.98991532
1993,57,0.98880996
1993,58,0.98756303
1993,59,0.98614689
1993,60,0.98453635
1993,61,0.98271196
1993,62,0.98066681
1993,63,0.97841463
1993,64,0.9759993
1993,65,0.97350555
1993,66,0.97102805
1993,67,0.96865461
1993,68,0.96640654
1993,69,0.96419461
1993,70,0.96184174
1993,71,0.9590583
1993,72,0.95556191
1993,73,0.95112171
1993,74,0.94559453
1993,75,0.93905704
1993,76,0.93170622
1993,77,0.92389531
1993,78,0.91597623
1993,79,0.90809828
1993,80,0.90025469
1993,81,0.89214304
1993,82,0.88340855
1993,83,0.87376624
1993,84,0.86301505
1993,85,0.85120701
1993,86,0.83848275
1993,87,0.82506647
1993,88,0.81117457
1993,89,0.79686948
1993,90,0.78215165
1993,91,0.76691315
1993,92,0.75105659
1993,93,0.73461708
1993,94,0.71771043
1993,95,0.70050851
1993,96,0.68328491
1993,97,0.66597189
1993,98,0.64866261
1993,99,0.63145017
1993,100,0
1994,0,0.99512888
1994,1,0.99967194
1994,2,0.99972541
1994,3,0.99976812
1994,4,0.99980046
1994,5,0.99982305
1994,6,0.99983634
1994,7,0.9998406
1994,8,0.99983612
1994,9,0.99982242
1994,10,0.99979905
1994,11,0.99976515
1994,12,0.99971996
1994,13,0.99966308
1994,14,0.99959393
1994,15,0.99951232
1994,16,0.99941767
1994,17,0.99930988
1994,18,0.9991908
1994,19,0.99906489
1994,20,0.99894121
1994,21,0.99883217
1994,22,0.99874927
1994,23,0.99870118
1994,24,0.99868685
1994,25,0.99869933
1994,26,0.99872671
1994,27,0.99875669
1994,28,0.99878096
1994,29,0.99879348
1994,30,0.99879169
1994,31,0.99877416
1994,32,0.99874073
1994,33,0.99869159
1994,34,0.99862774
1994,35,0.99855069
1994,36,0.99846221
1994,37,0.99836429
1994,38,0.99825719
1994,39,0.99813983
1994,40,0.99800847
1994,41,0.9978572
1994,42,0.99767969
1994,43,0.99746892
1994,44,0.99721973
1994,45,0.9969285
1994,46,0.99659329
1994,47,0.99621412
1994,48,0.99578973
1994,49,0.99531748
1994,50,0.99479136
1994,51,0.99420147
1994,52,0.9935373
1994,53,0.99278797
1994,54,0.99194665
1994,55,0.99101211
1994,56,0.98998612
1994,57,0.98887367
1994,58,0.98767173
1994,59,0.98636484
1994,60,0.98492223
1994,61,0.98329327
1994,62,0.9814326
1994,63,0.97930949
1994,64,0.97693362
1994,65,0.97438106
1994,66,0.97175949
1994,67,0.96920036
1994,68,0.96677383
1994,69,0.96442945
1994,70,0.96201298
1994,71,0.95923286
1994,72,0.95579912
1994,73,0.95146905
1994,74,0.94608697
1994,75,0.93971455
1994,76,0.93252867
1994,77,0.92486038
1994,78,0.91704145
1994,79,0.90921553
1994,80,0.90138145
1994,81,0.89325888
1994,82,0.88451627
1994,83,0.87488361
1994,84,0.86416755
1994,85,0.8524099
1994,86,0.83973601
1994,87,0.82635273
1994,88,0.81246341
1994,89,0.79813512
1994,90,0.78338052
1994,91,0.76811242
1994,92,0.75225042
1994,93,0.73582459
1994,94,0.7189331
1994,95,0.70165564
1994,96,0.68437531
1994,97,0.66699895
1994,98,0.64962057
1994,99,0.63233432
1994,100,0
1995,0,0.99543597
1995,1,0.99972879
1995,2,0.99974883
1995,3,0.9997667
1995,4,0.99978189
1995,5,0.99979391
1995,6,0.99980215
1995,7,0.999806
1995,8,0.99980488
1995,9,0.9997979
1995,10,0.99978387
1995,11,0.999761
1995,12,0.99972704
1995,13,0.99967899
1995,14,0.99961406
1995,15,0.99952987
1995,16,0.99942639
1995,17,0.99930704
1995,18,0.99917835
1995,19,0.99905058
1995,20,0.99893374
1995,21,0.99883717
1995,22,0.99876617
1995,23,0.99872228
1995,24,0.99870237
1995,25,0.99870052
1995,26,0.99870909
1995,27,0.99872031
1995,28,0.99872837
1995,29,0.99872854
1995,30,0.99871801
1995,31,0.99869467
1995,32,0.99865764
1995,33,0.99860653
1995,34,0.99854224
1995,35,0.99846645
1995,36,0.99838135
1995,37,0.99828955
1995,38,0.99819182
1995,39,0.99808761
1995,40,0.99797363
1995,41,0.99784439
1995,42,0.99769351
1995,43,0.99751339
1995,44,0.99729669
1995,45,0.99703569
1995,46,0.99672305
1995,47,0.99635171
1995,48,0.99591588
1995,49,0.99541174
1995,50,0.99483892
1995,51,0.9942017
1995,52,0.99350541
1995,53,0.99275612
1995,54,0.99195454
1995,55,0.99109375
1995,56,0.99015921
1995,57,0.98912699
1995,58,0.98796974
1995,59,0.98665688
1995,60,0.98515827
1995,61,0.98344653
1995,62,0.98150504
1995,63,0.97933628
1995,64,0.97697353
1995,65,0.97449455
1995,66,0.97199287
1995,67,0.96956406
1995,68,0.96724444
1995,69,0.96496542
1995,70,0.96257139
1995,71,0.95979361
1995,72,0.95636666
1995,73,0.95207072
1995,74,0.94676693
1995,75,0.94051724
1995,76,0.93349076
1995,77,0.92599699
1995,78,0.91834424
1995,79,0.9106638
1995,80,0.90295138
1995,81,0.89494155
1995,82,0.88632067
1995,83,0.87683257
1995,84,0.8662931
1995,85,0.85473957
1995,86,0.84228815
1995,87,0.8291323
1995,88,0.81546243
1995,89,0.80134083
1995,90,0.78677861
1995,91,0.77169278
1995,92,0.75600726
1995,93,0.73975202
1995,94,0.72302307
1995,95,0.70610409
1995,96,0.68898495
1995,97,0.67174673
1995,98,0.65448129
1995,99,0.63728107
1995,100,0
1996,0,0.99570247
1996,1,0.99975515
1996,2,0.99976469
1996,3,0.99977356
1996,4,0.99978156
1996,5,0.99978838
1996,6,0.99979355
1996,7,0.99979652
1996,8,0.99979649
1996,9,0.99979242
1996,10,0.99978284
1996,11,0.9997658
1996,12,0.99973896
1996,13,0.99969919
1996,14,0.99964341
1996,15,0.99956825
1996,16,0.999472
1996,17,0.99935537
1996,18,0.99922248
1996,19,0.99908219
1996,20,0.99894642
1996,21,0.9988293
1996,22,0.99874146
1996,23,0.99868883
1996,24,0.99866763
1996,25,0.99866857
1996,26,0.99867909
1996,27,0.99868704
1996,28,0.99868643
1996,29,0.99867416
1996,30,0.99865257
1996,31,0.99862594
1996,32,0.99859764
1996,33,0.99857022
1996,34,0.99854179
1996,35,0.99850814
1996,36,0.9984633
1996,37,0.99840039
1996,38,0.9983154
1996,39,0.99820584
1996,40,0.99807293
1996,41,0.99792072
1996,42,0.99775248
1996,43,0.99757091
1996,44,0.99737279
1996,45,0.99714944
1996,46,0.99688768
1996,47,0.99656953
1996,48,0.99618031
1996,49,0.99570866
1996,50,0.99515267
1996,51,0.99452299
