"X1950","X1951","X1952","X1953","X1954","X1955","X1956","X1957","X1958","X1959","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030","X2031","X2032","X2033","X2034","X2035","X2036","X2037","X2038","X2039","X2040","X2041","X2042","X2043","X2044","X2045","X2046","X2047","X2048","X2049","X2050","X2051","X2052","X2053","X2054","X2055","X2056","X2057","X2058","X2059","X2060","X2061","X2062","X2063","X2064","X2065","X2066","X2067","X2068","X2069","X2070","X2071","X2072","X2073","X2074","X2075","X2076","X2077","X2078","X2079","X2080","X2081","X2082","X2083","X2084","X2085","X2086","X2087","X2088","X2089","X2090","X2091","X2092","X2093","X2094","X2095","X2096","X2097","X2098","X2099","X2100"
8.992,9.642,10.257,10.863,11.479,12.122,12.878,13.649,14.161,14.38,14.409,14.264,13.944,13.674,13.966,15.133,16.973,19.192,21.384,22.957,23.86,24.525,25.291,26.306,27.419,28.328,29.18,30.082,30.767,31.253,31.814,32.506,32.811,32.788,32.387,31.154,29.678,28.494,27.657,27.343,27.895,29.136,30.525,31.476,31.482,31.594,33.063,34.949,35.798,36.026,36.756,37.596,37.365,36.282,36.007,37.283,39.334,43.422,49.72,53.776,54.95,56.244,57.936,59.639,60.779,61.07,60.63,59.353,58.391,58.323,57.608,55.948,55.961,54.781,50.737,46.675,42.474,38.202,33.849,29.828,26.882,25.416,25.447,25.75,25.78,26.198,26.439,26.173,26.047,26.344,26.599,26.462,26.451,27.262,28.204,28.713,29.148,29.43,29.657,29.765,29.704,29.518,29.25,28.916,28.412,27.758,27.02,26.201,25.291,24.338,23.384,22.497,21.727,21.089,20.574,20.147,19.826,19.639,19.566,19.573,19.664,19.802,19.942,20.113,20.277,20.433,20.64,20.86,21.049,21.18,21.263,21.293,21.268,21.209,21.126,20.988,20.765,20.467,20.153,19.823,19.466,19.119,18.782,18.451,18.102,17.77,17.448,17.162,16.938,16.753,16.608
8.803,9.463,10.09,10.677,11.255,11.85,12.483,13.133,13.709,14.146,14.402,14.461,14.322,13.991,13.698,13.964,15.135,17.01,19.277,21.503,23.047,23.872,24.475,25.244,26.313,27.465,28.36,29.206,30.125,30.809,31.723,33.114,33.843,33.536,33.105,32.288,30.983,30.012,29.315,28.861,28.667,29.163,30.573,32.238,33.494,34.09,34.847,36.479,37.602,37.35,37.709,38.706,38.47,37.633,37.502,38.501,41.044,44.789,49.407,54.236,57.241,58.823,60.681,62.271,63.444,64.21,63.912,62.653,61.955,61.843,60.214,58.755,59.953,59.241,55.559,51.804,47.7,43.495,39.236,34.858,30.811,27.886,26.445,26.494,26.8,26.794,27.183,27.436,27.194,27.058,27.33,27.567,27.435,27.442,28.243,29.186,29.711,30.125,30.431,30.677,30.761,30.707,30.57,30.314,29.922,29.404,28.772,28.044,27.198,26.268,25.297,24.334,23.459,22.703,22.061,21.495,21.038,20.755,20.599,20.514,20.54,20.642,20.767,20.89,21.013,21.137,21.325,21.544,21.731,21.892,22.003,22.078,22.093,22.067,22.014,21.92,21.756,21.526,21.235,20.899,20.556,20.206,19.872,19.535,19.165,18.801,18.464,18.13,17.832,17.605,17.43
8.656,9.272,9.932,10.538,11.096,11.649,12.223,12.742,13.193,13.677,14.13,14.422,14.514,14.379,14.037,13.72,13.959,15.136,17.047,19.363,21.597,23.102,23.872,24.425,25.195,26.317,27.508,28.389,29.228,30.164,31.303,33.076,34.468,34.512,33.766,32.894,31.999,31.239,30.788,30.541,30.265,29.948,30.562,32.249,34.206,36.046,37.283,38.162,38.937,38.886,38.776,39.44,39.317,38.411,38.65,39.922,42.16,46.367,50.578,53.541,57.141,60.489,62.605,64.298,65.272,66.008,66.141,64.975,64.337,64.563,62.771,60.328,61.929,62.906,59.996,56.55,52.746,48.634,44.442,40.153,35.742,31.719,28.824,27.404,27.454,27.718,27.678,28.08,28.358,28.105,27.939,28.191,28.433,28.324,28.32,29.122,30.084,30.584,31.026,31.356,31.573,31.666,31.669,31.547,31.226,30.817,30.326,29.705,28.946,28.079,27.131,26.149,25.201,24.343,23.583,22.883,22.285,21.872,21.624,21.456,21.394,21.436,21.523,21.631,21.7,21.777,21.94,22.143,22.326,22.483,22.624,22.727,22.785,22.802,22.787,22.723,22.602,22.433,22.212,21.898,21.551,21.217,20.884,20.551,20.172,19.786,19.418,19.07,18.724,18.425,18.21
8.586,9.095,9.742,10.402,10.986,11.518,12.044,12.492,12.806,13.162,13.645,14.113,14.441,14.565,14.434,14.081,13.738,13.953,15.136,17.084,19.459,21.68,23.134,23.87,24.374,25.146,26.323,27.552,28.418,29.248,30.683,32.731,34.486,35.127,34.697,33.498,32.542,32.222,32.017,32.058,32.026,31.578,31.302,32.163,34.129,36.66,39.134,40.459,40.41,39.932,40.044,40.297,39.843,39.023,39.214,40.938,43.465,47.365,52.01,54.401,55.953,59.828,63.691,65.594,66.603,67.096,67.165,66.401,65.868,66.194,64.674,62.011,62.77,64.584,63.584,60.816,57.313,53.497,49.399,45.169,40.842,36.458,32.468,29.595,28.174,28.174,28.399,28.373,28.805,29.069,28.782,28.593,28.85,29.119,28.997,28.996,29.819,30.753,31.287,31.756,32.055,32.283,32.441,32.462,32.265,31.927,31.551,31.073,30.418,29.635,28.747,27.788,26.826,25.898,25.037,24.212,23.476,22.929,22.559,22.299,22.159,22.115,22.142,22.212,22.261,22.279,22.402,22.586,22.75,22.901,23.038,23.172,23.26,23.322,23.353,23.329,23.238,23.113,22.957,22.713,22.39,22.055,21.743,21.416,21.038,20.643,20.255,19.877,19.517,19.172,18.89
8.566,8.972,9.535,10.21,10.871,11.436,11.941,12.329,12.56,12.782,13.132,13.612,14.095,14.46,14.614,14.487,14.121,13.757,13.948,15.137,17.123,19.566,21.773,23.166,23.868,24.323,25.099,26.328,27.595,28.444,29.773,32.172,34.196,35.152,35.289,34.394,33.111,32.748,33,33.295,33.553,33.297,32.846,32.794,33.897,36.431,39.592,42.12,42.471,41.1,40.782,41.327,40.498,39.335,39.554,41.216,44.244,48.465,52.824,55.576,56.379,58.103,62.505,66.166,67.347,67.838,67.647,66.817,66.68,67.112,65.666,63.248,63.855,65.157,65.163,64.2,61.367,57.849,54.047,49.906,45.633,41.333,36.983,33.016,30.141,28.666,28.622,28.861,28.868,29.283,29.51,29.197,29.015,29.301,29.556,29.438,29.459,30.255,31.226,31.791,32.226,32.537,32.839,33.017,32.956,32.74,32.438,32.078,31.563,30.884,30.079,29.18,28.243,27.304,26.373,25.442,24.58,23.901,23.403,23.021,22.794,22.675,22.616,22.626,22.632,22.627,22.698,22.846,22.99,23.12,23.251,23.382,23.503,23.598,23.68,23.703,23.651,23.558,23.452,23.274,23.021,22.715,22.407,22.104,21.727,21.335,20.942,20.544,20.155,19.8,19.474
8.552,8.889,9.357,9.974,10.68,11.342,11.887,12.245,12.396,12.532,12.757,13.101,13.579,14.078,14.477,14.663,14.54,14.165,13.777,13.945,15.086,17.113,19.677,21.866,23.198,23.866,24.273,25.052,26.334,27.637,28.977,31.265,33.654,34.851,35.285,34.947,33.962,33.279,33.479,34.186,34.69,34.697,34.388,34.171,34.356,36.004,39.152,42.35,43.873,42.858,41.62,41.77,41.282,39.722,39.533,41.194,44.185,48.93,53.626,56.061,57.112,58.005,60.261,64.494,67.46,68.117,67.912,66.835,66.624,67.448,66.11,63.774,64.642,66.015,65.641,65.591,64.556,61.706,58.201,54.352,50.164,45.919,41.654,37.328,33.358,30.425,28.904,28.875,29.147,29.137,29.512,29.71,29.405,29.255,29.526,29.786,29.692,29.685,30.519,31.523,32.053,32.502,32.891,33.214,33.307,33.228,33.052,32.767,32.367,31.826,31.125,30.31,29.436,28.523,27.582,26.579,25.609,24.809,24.183,23.674,23.326,23.122,22.989,22.914,22.856,22.808,22.861,22.96,23.067,23.177,23.288,23.416,23.534,23.664,23.782,23.858,23.855,23.802,23.73,23.603,23.417,23.186,22.91,22.613,22.261,21.871,21.481,21.079,20.673,20.291,19.957
8.54,8.822,9.211,9.743,10.414,11.15,11.816,12.213,12.318,12.361,12.504,12.732,13.07,13.546,14.06,14.495,14.711,14.594,14.209,13.799,13.93,14.976,17.055,19.788,21.959,23.231,23.866,24.224,25.005,26.34,28.142,30.399,32.673,34.243,34.91,34.875,34.447,34.043,33.913,34.511,35.383,35.666,35.62,35.521,35.545,36.267,38.511,41.678,43.858,44.001,43.073,42.3,41.468,40.258,39.612,40.833,43.834,48.545,53.8,56.554,57.171,58.232,59.642,61.742,65.314,67.789,67.763,66.709,66.255,66.966,66.055,63.867,64.785,66.593,66.418,65.918,65.795,64.742,61.904,58.35,54.453,50.292,46.083,41.84,37.511,33.482,30.502,28.994,29,29.255,29.203,29.549,29.756,29.483,29.318,29.595,29.88,29.757,29.79,30.658,31.627,32.17,32.699,33.11,33.347,33.422,33.383,33.224,32.9,32.477,31.913,31.201,30.412,29.563,28.649,27.636,26.593,25.687,24.942,24.305,23.831,23.509,23.292,23.142,23,22.888,22.899,22.981,23.041,23.114,23.206,23.315,23.431,23.561,23.715,23.828,23.878,23.877,23.848,23.756,23.622,23.459,23.259,22.995,22.651,22.286,21.901,21.504,21.094,20.695,20.337
8.576,8.767,9.092,9.534,10.13,10.855,11.624,12.155,12.294,12.281,12.325,12.475,12.707,13.04,13.513,14.043,14.514,14.764,14.651,14.254,13.829,13.915,14.857,16.997,19.899,22.054,23.267,23.867,24.174,24.957,26.771,29.451,31.667,33.147,34.208,34.416,34.296,34.419,34.544,34.8,35.534,36.202,36.459,36.606,36.728,37.274,38.573,40.828,42.996,43.796,43.971,43.489,41.8,40.285,39.963,40.694,43.24,47.916,53.147,56.531,57.371,57.879,59.435,60.672,62.09,65.195,67.047,66.2,65.769,66.209,65.222,63.518,64.536,66.531,66.931,66.587,66.014,65.873,64.831,61.944,58.342,54.471,50.344,46.157,41.911,37.523,33.448,30.483,29.009,28.996,29.211,29.132,29.486,29.724,29.438,29.276,29.578,29.835,29.752,29.819,30.652,31.636,32.257,32.807,33.135,33.355,33.469,33.447,33.25,32.902,32.457,31.884,31.198,30.433,29.584,28.6,27.548,26.569,25.716,24.96,24.36,23.91,23.576,23.343,23.129,22.934,22.882,22.922,22.965,22.994,23.051,23.141,23.241,23.369,23.523,23.673,23.762,23.814,23.836,23.788,23.692,23.581,23.45,23.264,22.953,22.598,22.238,21.847,21.443,21.041,20.666
8.68,8.758,8.994,9.363,9.858,10.518,11.299,11.959,12.24,12.259,12.243,12.289,12.447,12.684,13.01,13.48,14.025,14.534,14.816,14.707,14.268,13.836,13.908,14.739,16.941,20.012,22.149,23.301,23.867,24.125,25.322,27.965,30.601,32.047,33.047,33.674,33.795,34.2,34.807,35.303,35.703,36.248,36.895,37.338,37.693,38.29,39.382,40.696,41.983,42.804,43.603,44.198,42.841,40.527,39.914,40.938,42.932,47.062,52.233,55.673,57.147,57.794,58.742,60.111,60.669,61.594,64.111,65.19,64.939,65.391,64.183,62.448,63.886,66.082,66.82,67.026,66.612,66.022,65.89,64.801,61.867,58.291,54.452,50.346,46.155,41.853,37.422,33.361,30.427,28.936,28.886,29.074,29.003,29.387,29.612,29.329,29.193,29.468,29.762,29.712,29.746,30.593,31.651,32.294,32.764,33.075,33.332,33.463,33.406,33.186,32.818,32.364,31.816,31.154,30.389,29.472,28.451,27.46,26.532,25.671,24.95,24.373,23.913,23.564,23.27,23.006,22.868,22.844,22.848,22.861,22.874,22.93,23.012,23.123,23.276,23.427,23.555,23.646,23.722,23.727,23.675,23.601,23.521,23.404,23.174,22.853,22.503,22.138,21.741,21.345,20.966
8.807,8.819,8.938,9.22,9.633,10.182,10.908,11.607,12.037,12.203,12.223,12.207,12.254,12.419,12.659,12.98,13.448,14.011,14.555,14.867,14.743,14.236,13.817,13.901,14.621,16.886,20.125,22.244,23.334,23.867,24.465,26.411,29.018,30.928,31.916,32.509,33.057,33.669,34.52,35.462,36.09,36.318,36.863,37.687,38.322,39.127,40.215,41.302,41.693,41.696,42.505,43.7,43.447,41.498,40.099,40.825,43.048,46.507,51.062,54.49,56.084,57.328,58.374,59.122,59.816,59.898,60.233,62.018,63.69,64.286,63.167,61.25,62.559,65.257,66.335,66.868,67.009,66.577,65.996,65.819,64.685,61.776,58.228,54.409,50.3,46.056,41.714,37.295,33.265,30.317,28.791,28.715,28.91,28.867,29.239,29.468,29.209,29.047,29.358,29.683,29.602,29.649,30.567,31.645,32.212,32.667,33.013,33.285,33.383,33.304,33.066,32.69,32.259,31.734,31.072,30.244,29.293,28.329,27.387,26.451,25.622,24.924,24.337,23.863,23.456,23.116,22.906,22.796,22.738,22.715,22.714,22.726,22.775,22.867,23.002,23.151,23.282,23.413,23.527,23.587,23.588,23.558,23.514,23.447,23.288,23.049,22.733,22.379,22.009,21.619,21.245
8.922,8.915,8.958,9.12,9.447,9.906,10.509,11.175,11.674,11.998,12.167,12.188,12.171,12.219,12.391,12.634,12.95,13.416,13.994,14.574,14.916,14.759,14.187,13.799,13.895,14.504,16.83,20.238,22.338,23.369,24.216,25.475,27.373,29.302,30.79,31.392,31.913,32.928,33.947,35.109,36.161,36.6,36.831,37.572,38.587,39.646,40.904,41.953,42.151,41.323,41.305,42.489,42.877,42.047,41.004,40.929,42.788,46.347,50.144,53.032,54.698,56.042,57.664,58.508,58.578,58.822,58.363,57.981,60.328,62.824,61.928,60.145,61.154,63.769,65.482,66.354,66.826,66.95,66.525,65.903,65.684,64.573,61.691,58.162,54.34,50.182,45.901,41.569,37.179,33.136,30.155,28.607,28.538,28.759,28.704,29.08,29.331,29.047,28.919,29.259,29.556,29.487,29.6,30.536,31.544,32.096,32.584,32.945,33.187,33.265,33.169,32.922,32.568,32.158,31.633,30.913,30.053,29.156,28.238,27.289,26.383,25.576,24.867,24.268,23.741,23.291,23.001,22.817,22.675,22.592,22.556,22.555,22.561,22.62,22.734,22.866,22.997,23.131,23.282,23.382,23.439,23.46,23.458,23.426,23.322,23.154,22.92,22.601,22.241,21.879,21.51
9.028,9.011,9.024,9.098,9.301,9.675,10.181,10.729,11.224,11.633,11.959,12.13,12.152,12.133,12.181,12.361,12.61,12.92,13.384,13.977,14.594,14.962,14.774,14.139,13.781,13.889,14.386,16.774,20.351,22.433,23.704,25.151,26.352,27.619,29.163,30.299,30.828,31.796,33.195,34.483,35.745,36.608,37.01,37.429,38.38,39.801,41.286,42.498,42.696,41.73,40.861,41.178,41.599,41.45,41.493,41.725,42.699,45.759,49.62,51.84,53.071,54.492,56.158,57.596,57.804,57.422,57.161,56.043,56.169,59.299,60.38,58.856,59.882,62.218,63.969,65.483,66.298,66.754,66.885,66.424,65.763,65.564,64.477,61.611,58.081,54.213,50.02,45.75,41.446,37.044,32.971,29.97,28.428,28.384,28.595,28.543,28.939,29.168,28.915,28.814,29.127,29.435,29.427,29.558,30.429,31.423,32.007,32.508,32.84,33.065,33.127,33.023,32.797,32.462,32.052,31.473,30.724,29.914,29.058,28.134,27.212,26.326,25.51,24.791,24.142,23.576,23.174,22.907,22.694,22.529,22.434,22.398,22.391,22.406,22.485,22.598,22.712,22.846,22.999,23.138,23.235,23.31,23.357,23.366,23.3,23.188,23.026,22.788,22.465,22.113,21.768
9.059,9.088,9.1,9.132,9.237,9.484,9.906,10.364,10.761,11.179,11.591,11.92,12.094,12.115,12.093,12.143,12.331,12.584,12.889,13.351,13.951,14.604,15.008,14.787,14.088,13.761,13.882,14.268,16.718,20.462,22.802,24.553,25.931,26.555,27.471,28.704,29.785,30.721,32.06,33.707,35.063,36.143,36.952,37.501,38.123,39.475,41.296,42.736,43.153,42.258,41.253,40.666,40.24,40.163,40.849,42.11,43.31,45.376,48.685,51.08,51.774,52.758,54.433,55.9,56.763,56.555,55.676,54.803,54.172,55.047,56.843,57.336,58.489,60.829,62.4,63.96,65.421,66.222,66.686,66.782,66.285,65.642,65.466,64.394,61.526,57.953,54.054,49.873,45.627,41.312,36.883,32.792,29.797,28.279,28.224,28.439,28.406,28.782,29.038,28.811,28.685,29.008,29.372,29.38,29.451,30.311,31.332,31.928,32.404,32.719,32.929,32.984,32.899,32.691,32.356,31.898,31.292,30.588,29.817,28.954,28.056,27.152,26.259,25.433,24.669,23.985,23.461,23.079,22.787,22.552,22.377,22.282,22.241,22.242,22.276,22.354,22.451,22.569,22.72,22.861,22.997,23.11,23.21,23.267,23.245,23.172,23.064,22.899,22.657,22.34,22.006
8.948,9.081,9.146,9.188,9.241,9.379,9.669,10.056,10.383,10.713,11.134,11.549,11.88,12.055,12.076,12.052,12.103,12.3,12.557,12.858,13.29,13.886,14.602,15.053,14.798,14.036,13.739,13.874,14.15,16.662,20.802,23.616,25.248,26.081,26.39,27.029,28.23,29.699,30.974,32.57,34.272,35.416,36.439,37.365,38.088,39.081,40.819,42.612,43.316,42.715,41.785,41.039,39.731,38.822,39.541,41.37,43.533,45.732,47.984,49.934,50.922,51.387,52.599,54.053,54.958,55.445,54.791,53.331,52.925,53.008,52.653,53.901,56.925,59.36,60.993,62.385,63.898,65.346,66.153,66.584,66.648,66.168,65.546,65.382,64.307,61.402,57.801,53.912,49.753,45.498,41.158,36.714,32.63,29.657,28.13,28.078,28.308,28.258,28.66,28.939,28.689,28.573,28.947,29.324,29.279,29.34,30.224,31.258,31.829,32.289,32.592,32.795,32.867,32.798,32.59,32.211,31.729,31.165,30.495,29.718,28.88,27.997,27.087,26.184,25.317,24.52,23.875,23.372,22.966,22.654,22.411,22.235,22.136,22.102,22.121,22.153,22.216,22.316,22.45,22.59,22.729,22.881,23.017,23.125,23.154,23.125,23.056,22.946,22.777,22.541,22.241
8.741,8.958,9.101,9.204,9.278,9.352,9.521,9.784,10.063,10.332,10.665,11.089,11.505,11.837,12.013,12.035,12.009,12.062,12.267,12.531,12.81,13.183,13.79,14.6,15.094,14.806,13.982,13.719,13.866,14.031,16.832,21.544,24.263,25.359,25.892,25.958,26.581,28.166,29.951,31.459,33.123,34.608,35.678,36.806,37.87,38.915,40.258,41.994,43.126,42.884,42.241,41.544,40.109,38.343,38.178,39.962,42.644,45.712,48.052,49.019,49.686,50.483,51.154,52.161,53.069,53.609,53.685,52.502,51.49,51.749,50.695,49.828,53.454,57.721,59.51,60.976,62.324,63.825,65.278,66.056,66.457,66.537,66.075,65.465,65.299,64.189,61.258,57.666,53.798,49.63,45.353,41.001,36.562,32.498,29.518,27.994,27.957,28.172,28.145,28.566,28.825,28.584,28.515,28.901,29.231,29.175,29.259,30.154,31.166,31.724,32.171,32.468,32.687,32.774,32.705,32.456,32.054,31.61,31.078,30.403,29.648,28.825,27.936,27.017,26.078,25.181,24.42,23.793,23.268,22.845,22.524,22.281,22.101,22.008,21.99,22.008,22.027,22.093,22.207,22.331,22.47,22.622,22.794,22.939,23.021,23.044,23.019,22.948,22.834,22.671,22.449
8.544,8.765,8.967,9.122,9.263,9.37,9.463,9.607,9.78,10.008,10.28,10.617,11.042,11.46,11.793,11.97,11.992,11.964,12.02,12.235,12.503,12.742,13.056,13.693,14.592,15.132,14.813,13.928,13.697,13.858,14.18,17.448,22.151,24.372,25.165,25.466,25.532,26.523,28.414,30.412,31.974,33.434,34.842,36.01,37.253,38.598,39.941,41.264,42.411,42.692,42.402,41.965,40.611,38.738,37.664,38.482,41.052,44.584,47.775,48.898,48.691,49.2,50.182,50.658,51.167,51.733,51.878,51.461,50.697,50.313,49.521,48.004,49.357,54.161,57.857,59.491,60.917,62.255,63.76,65.186,65.938,66.352,66.448,65.998,65.386,65.188,64.054,61.131,57.559,53.682,49.495,45.206,40.859,36.44,32.37,29.393,27.884,27.832,28.068,28.059,28.462,28.73,28.531,28.474,28.816,29.136,29.101,29.195,30.07,31.069,31.616,32.059,32.369,32.601,32.688,32.582,32.313,31.946,31.53,30.994,30.338,29.596,28.768,27.872,26.919,25.953,25.088,24.345,23.698,23.157,22.726,22.406,22.157,21.985,21.907,21.887,21.893,21.914,21.994,22.099,22.221,22.372,22.544,22.723,22.843,22.921,22.947,22.92,22.846,22.737,22.587
8.345,8.585,8.788,8.977,9.143,9.323,9.46,9.524,9.591,9.725,9.952,10.226,10.566,10.993,11.412,11.745,11.924,11.947,11.918,11.978,12.19,12.46,12.669,12.927,13.592,14.582,15.168,14.818,13.873,13.675,14.066,14.762,17.985,22.25,24.193,24.748,25.043,25.465,26.756,28.852,30.897,32.261,33.636,35.139,36.416,37.906,39.517,40.817,41.581,41.969,42.233,42.117,41.047,39.28,38.047,37.874,39.403,42.764,46.431,48.496,48.518,48.181,48.852,49.632,49.658,49.858,50.061,49.741,49.706,49.532,48.173,46.974,47.548,50.005,54.285,57.838,59.436,60.852,62.194,63.674,65.075,65.838,66.269,66.374,65.922,65.282,65.061,63.934,61.029,57.45,53.556,49.358,45.075,40.745,36.321,32.255,29.293,27.77,27.738,27.991,27.965,28.376,28.681,28.493,28.395,28.73,29.069,29.043,29.119,29.982,30.97,31.512,31.968,32.291,32.523,32.576,32.452,32.215,31.874,31.453,30.934,30.293,29.546,28.71,27.784,26.806,25.869,25.02,24.259,23.598,23.049,22.619,22.294,22.052,21.892,21.814,21.784,21.791,21.825,21.896,22,22.133,22.301,22.479,22.637,22.753,22.833,22.857,22.828,22.758,22.66
8.098,8.394,8.625,8.809,8.986,9.165,9.383,9.504,9.497,9.533,9.668,9.895,10.172,10.515,10.943,11.363,11.695,11.876,11.901,11.873,11.921,12.118,12.403,12.595,12.794,13.489,14.571,15.203,14.822,13.818,13.834,14.627,15.242,18.052,22.082,23.806,24.329,24.948,25.666,27.163,29.315,31.171,32.444,33.9,35.502,37.012,38.74,40.291,41.053,41.123,41.536,41.965,41.233,39.773,38.607,38.209,38.691,40.922,44.391,47.05,48.116,48.019,47.826,48.288,48.643,48.38,48.245,48.027,48.06,48.566,47.472,45.743,46.529,48.148,50.118,54.267,57.785,59.373,60.794,62.113,63.571,64.982,65.759,66.198,66.302,65.825,65.164,64.95,63.838,60.926,57.331,53.428,49.236,44.968,40.635,36.215,32.162,29.189,27.684,27.669,27.906,27.887,28.332,28.647,28.422,28.317,28.669,29.015,28.974,29.039,29.893,30.878,31.431,31.898,32.221,32.422,32.459,32.362,32.15,31.805,31.401,30.893,30.247,29.493,28.63,27.681,26.731,25.808,24.942,24.168,23.5,22.952,22.518,22.2,21.97,21.808,21.72,21.692,21.71,21.736,21.806,21.921,22.069,22.244,22.401,22.555,22.674,22.752,22.774,22.749,22.689
7.835,8.147,8.44,8.662,8.831,8.995,9.184,9.393,9.459,9.428,9.473,9.61,9.836,10.116,10.461,10.89,11.31,11.644,11.826,11.853,11.813,11.836,12.03,12.345,12.518,12.659,13.383,14.557,15.236,14.826,13.957,14.326,15.075,15.29,17.875,21.724,23.422,24.22,25.105,26.026,27.588,29.573,31.334,32.668,34.215,36.032,37.773,39.441,40.469,40.574,40.664,41.252,41.102,39.986,39.115,38.726,38.923,40.045,42.34,44.892,46.663,47.625,47.674,47.289,47.34,47.422,46.844,46.32,46.422,46.945,46.581,45.141,45.301,47.083,48.249,50.1,54.217,57.725,59.318,60.717,62.016,63.483,64.907,65.692,66.129,66.21,65.713,65.058,64.858,63.74,60.815,57.211,53.313,49.136,44.864,40.535,36.128,32.066,29.11,27.621,27.591,27.834,27.848,28.302,28.584,28.352,28.263,28.622,28.953,28.902,28.959,29.809,30.803,31.367,31.834,32.129,32.315,32.377,32.303,32.087,31.756,31.363,30.852,30.199,29.421,28.537,27.613,26.675,25.738,24.86,24.079,23.413,22.861,22.433,22.125,21.895,21.724,21.637,21.619,21.631,21.656,21.735,21.863,22.017,22.174,22.328,22.484,22.601,22.677,22.703,22.686
7.561,7.888,8.193,8.482,8.698,8.849,8.999,9.166,9.325,9.372,9.357,9.412,9.55,9.777,10.058,10.405,10.834,11.255,11.591,11.775,11.785,11.724,11.74,11.941,12.284,12.438,12.521,13.274,14.54,15.268,14.995,14.415,14.738,15.124,15.112,17.52,21.367,23.322,24.341,25.419,26.41,27.822,29.725,31.533,32.94,34.673,36.705,38.403,39.584,39.986,40.094,40.344,40.395,39.882,39.319,39.181,39.325,40.116,41.299,42.738,44.494,46.173,47.253,47.142,46.388,46.182,45.965,45.017,44.797,45.347,45.042,44.358,44.715,45.82,47.173,48.231,50.054,54.161,57.671,59.244,60.624,61.932,63.41,64.841,65.625,66.04,66.103,65.613,64.971,64.764,63.633,60.699,57.1,53.217,49.038,44.77,40.453,36.038,31.994,29.052,27.551,27.527,27.799,27.821,28.244,28.519,28.302,28.22,28.565,28.889,28.829,28.883,29.742,30.746,31.31,31.75,32.031,32.24,32.323,32.246,32.043,31.723,31.325,30.808,30.133,29.335,28.474,27.562,26.611,25.663,24.781,24,23.331,22.784,22.366,22.057,21.818,21.649,21.572,21.547,21.558,21.592,21.683,21.817,21.955,22.108,22.265,22.419,22.533,22.613,22.648
7.261,7.62,7.938,8.236,8.523,8.731,8.866,8.975,9.086,9.226,9.285,9.285,9.35,9.491,9.715,9.998,10.348,10.777,11.199,11.534,11.707,11.688,11.618,11.642,11.85,12.222,12.355,12.38,13.164,14.524,15.43,15.422,14.78,14.774,14.961,14.768,17.164,21.268,23.428,24.614,25.767,26.623,27.959,29.909,31.776,33.352,35.266,37.251,38.522,39.12,39.525,39.778,39.514,39.227,39.214,39.335,39.694,40.377,41.227,41.624,42.337,43.996,45.778,46.713,46.261,45.27,44.791,44.231,43.571,43.77,43.541,42.94,43.95,45.2,45.898,47.153,48.186,50.001,54.108,57.6,59.156,60.544,61.861,63.346,64.775,65.538,65.938,66.006,65.527,64.88,64.66,63.521,60.593,57.008,53.122,48.947,44.691,40.368,35.969,31.939,28.988,27.492,27.495,27.774,27.768,28.186,28.474,28.264,28.169,28.506,28.823,28.761,28.823,29.691,30.694,31.233,31.662,31.964,32.192,32.271,32.206,32.012,31.688,31.286,30.748,30.055,29.279,28.428,27.504,26.544,25.59,24.709,23.926,23.261,22.723,22.304,21.988,21.75,21.59,21.507,21.482,21.5,21.546,21.642,21.761,21.895,22.05,22.205,22.357,22.475,22.563
6.931,7.322,7.673,7.982,8.274,8.56,8.762,8.849,8.892,8.982,9.127,9.195,9.212,9.287,9.427,9.65,9.935,10.287,10.717,11.137,11.464,11.618,11.579,11.511,11.541,11.757,12.155,12.27,12.236,13.051,14.62,15.803,15.742,14.797,14.611,14.643,14.423,17.046,21.358,23.672,24.925,25.957,26.739,28.119,30.131,32.152,33.883,35.74,37.333,38.093,38.7,39.233,39.005,38.407,38.587,39.199,39.777,40.63,41.355,41.49,41.233,41.86,43.609,45.25,45.868,45.192,43.952,43.163,42.857,42.587,42.054,41.544,42.54,44.394,45.267,45.877,47.108,48.134,49.952,54.041,57.514,59.077,60.474,61.797,63.28,64.69,65.439,65.843,65.921,65.438,64.78,64.552,63.416,60.5,56.913,53.033,48.869,44.608,40.3,35.915,31.877,28.933,27.463,27.473,27.726,27.715,28.144,28.438,28.217,28.115,28.445,28.759,28.705,28.776,29.643,30.624,31.152,31.599,31.919,32.144,32.234,32.178,31.98,31.651,31.23,30.677,30.003,29.236,28.375,27.442,26.477,25.524,24.64,23.862,23.206,22.668,22.241,21.927,21.697,21.532,21.448,21.43,21.459,21.509,21.591,21.706,21.843,21.997,22.149,22.305,22.43
